0,0,0,0
0,0,0,0
0,0,0,137107.60999999999
2944845,-128132,6249649,137167.64000000001
2539263,-260942,6419655,137227.64000000001
2121574,-389022,6561771,137287.64000000001
1693645,-511717,6675400,137347.64000000001
1257375,-628467,6760070,137407.64000000001
814674,-738630,6815297,137467.64000000001
367495,-841651,6840816,137527.64000000001
-82116,-937167,6836642,137587.64000000001
-532167,-1024697,6802705,137647.64000000001
-980649,-1103861,6739140,137707.64000000001
-1425539,-1174340,6646204,137767.64000000001
-1864844,-1235863,6524296,137827.64000000001
-2296568,-1288222,6373918,137887.64000000001
-2718756,-1331261,6195719,137947.64000000001
-3129483,-1364883,5990450,138007.64000000001
-3526878,-1389047,5758995,138067.64000000001
-3909130,-1403764,5502350,138127.64000000001
-4274478,-1409110,5221619,138187.64000000001
-4621251,-1405212,4918025,138247.64000000001
-4947844,-1392257,4592880,138307.64000000001
-5252740,-1370476,4247599,138367.64000000001
-5534539,-1340160,3883688,138427.64000000001
-5791910,-1301645,3502724,138487.64000000001
-6023668,-1255317,3106385,138547.64000000001
-6228715,-1201602,2696403,138607.64000000001
-6406096,-1140967,2274573,138667.64000000001
-6554961,-1073931,1842745,138727.64000000001
-6674600,-1001028,1402814,138787.64000000001
-6764449,-922850,956723,138847.64000000001
-6824070,-839985,506424,138907.64000000001
-6851588,-662741,-398864,139027.64000000001
-6819297,-569664,-849888,139087.64000000001
-6756466,-474529,-1297155,139147.64000000001
-6663323,-378003,-1738736,139207.64000000001
-6540308,-280777,-2172691,139267.64000000001
-6387951,-183536,-2597110,139327.64000000001
-6206933,-86945,-3010147,139387.64000000001
-5998080,8317,-3409993,139447.64000000001
-5762337,101592,-3794912,139507.64000000001
-5500755,192257,-4163228,139567.64000000001
-5214520,279683,-4513342,139627.64000000001
-4904924,363293,-4843751,139687.64000000001
-4573363,442522,-5153018,139747.64000000001
-4221330,516853,-5439819,139807.64000000001
-3850417,585780,-5702875,139867.64000000001
-3462282,648855,-5941177,139927.64000000001
-3058676,705662,-6153637,139987.64000000001
-2641405,755833,-6339332,140047.64000000001
-2212340,799044,-6497510,140107.64000000001
-1773396,835018,-6627478,140167.64000000001
-1326537,863519,-6728724,140227.64000000001
-873756,884372,-6800819,140287.64000000001
-417070,897444,-6843472,140347.64000000001
41489,902656,-6856505,140407.64000000001
499882,899976,-6839875,140467.64000000001
956074,889437,-6793681,140527.64000000001
1408036,871106,-6718124,140587.64000000001
1853764,845113,-6613548,140647.64000000001
2291287,811629,-6480400,140707.64000000001
2718659,770885,-6319274,140767.64000000001
3133990,723146,-6130860,140827.64000000001
3535443,668738,-5915983,140887.64000000001
3921239,608015,-5675567,140947.64000000001
4289667,541391,-5410651,141007.64000000001
4639101,469303,-5122365,141067.64000000001
4968002,392233,-4811964,141127.64000000001
5274907,310703,-4480795,141187.64000000001
5558460,225258,-4130264,141247.64000000001
5817412,136471,-3761885,141307.64000000001
6050616,44949,-3377258,141367.64000000001
6257059,-48694,-2978042,141427.64000000001
6435814,-143809,-2565944,141487.64000000001
6586101,-239749,-2142758,141547.64000000001
6707287,-335852,-1710304,141607.64000000001
6798806,-431437,-1270447,141667.64000000001
6860292,-525840,-825096,141727.64000000001
6891477,-618386,-376172,141787.64000000001
6892248,-708415,74378,141847.64000000001
6862607,-795270,524612,141907.64000000001
6802721,-878322,972572,141967.64000000001
6712875,-956942,1416317,142027.64000000001
6593488,-1030520,1853927,142087.64000000001
6445123,-1098496,2283503,142147.64000000001
6268504,-1160363,2703198,142207.64000000001
0,0,0,142267.64000000001
5833599,-1263534,3505634,142327.64000000001
5577399,-1303996,3884921,142387.64000000001
5296867,-1336498,4247357,142447.64000000001
4993291,-1360701,4591382,142507.64000000001
4668043,-1376289,4915496,142567.64000000001
4322591,-1383021,5218288,142627.64000000001
3958518,-1380685,5498452,142687.64000000001
3577442,-1369145,5754754,142747.64000000001
3181102,-1348306,5986092,142807.64000000001
2771276,-1318128,6191445,142867.64000000001
2349810,-1278632,6369918,142927.64000000001
1918599,-1229890,6520737,142987.64000000001
1479580,-1172040,6643221,143047.64000000001
1034730,-1105265,6736848,143107.64000000001
586034,-1029809,6801207,143167.64000000001
135505,-945974,6835961,143227.64000000001
-314840,-854112,6840985,143287.64000000001
-1206939,-647969,6761821,143407.64000000001
-1644699,-534662,6677909,143467.64000000001
-2074324,-415230,6564925,143527.64000000001
-2493889,-290302,6423241,143587.64000000001
-2901538,-160488,6253552,143647.64000000001
-3295448,-26470,6056551,143707.64000000001
-3673871,111040,5833077,143767.64000000001
-4035125,251303,5584094,143827.64000000001
-4377610,393560,5310677,143887.64000000001
-4699811,537008,5014002,143947.64000000001
-5000312,680847,4695362,144007.64000000001
-5277791,824251,4356135,144067.64000000001
-5531039,966381,3997804,144127.64000000001
-5758946,1106417,3621923,144187.64000000001
-5960545,1243498,3230147,144247.64000000001
-6134963,1376809,2824181,144307.64000000001
-6281474,1505518,2405805,144367.64000000001
-6399474,1628814,1976858,144427.64000000001
-6488487,1745909,1539217,144487.64000000001
-6548199,1856030,1094815,144547.64000000001
-6578386,1958448,645598,144607.64000000001
-6579005,2052452,193541,144667.64000000001
-6550128,2137375,-259366,144727.64000000001
-6491974,2212592,-711133,144787.64000000001
-6404888,2277523,-1159779,144847.64000000001
-6289355,2331639,-1603331,144907.64000000001
-6145974,2374454,-2039842,144967.64000000001
-5975508,2405555,-2467406,145027.64000000001
-5778807,2424580,-2884148,145087.64000000001
-5556853,2431225,-3288255,145147.64000000001
-5310737,2425247,-3677961,145207.64000000001
-5041659,2406483,-4051576,145267.64000000001
-4750911,2374822,-4407469,145327.64000000001
-4439888,2330221,-4744110,145387.64000000001
-4110070,2272722,-5060040,145447.64000000001
-3763022,2202425,-5353910,145507.64000000001
-3400357,2119489,-5624446,145567.64000000001
-3023775,2024156,-5870490,145627.64000000001
-2635024,1916735,-6091003,145687.64000000001
-2235890,1797592,-6285038,145747.64000000001
-1828204,1667171,-6451779,145807.64000000001
-1413837,1525973,-6590532,145867.64000000001
-994655,1374553,-6700686,145927.64000000001
-572567,1213546,-6781832,145987.64000000001
-149469,1043624,-6833589,146047.64000000001
272754,865514,-6855779,146107.64000000001
692220,680005,-6848290,146167.64000000001
1107061,487928,-6811217,146227.64000000001
1515442,290158,-6744710,146287.64000000001
1915578,87602,-6649042,146347.64000000001
2305708,-118786,-6524677,146407.64000000001
2684135,-328027,-6372120,146467.64000000001
3049219,-539115,-6192071,146527.64000000001
3399380,-751020,-5985284,146587.64000000001
3733120,-962701,-5752658,146647.64000000001
4049019,-1173097,-5495210,146707.64000000001
4345728,-1381149,-5214006,146767.64000000001
4622006,-1585780,-4910313,146827.64000000001
4876701,-1785943,-4585417,146887.64000000001
5108755,-1980576,-4240720,146947.64000000001
5317228,-2168641,-3877702,147007.64000000001
5501279,-2349119,-3497935,147067.64000000001
5660185,-2521020,-3103047,147127.64000000001
5793348,-2683384,-2694756,147187.64000000001
5980572,-2975821,-1845027,147307.64000000001
6034017,-3104166,-1407264,147367.64000000001
6060481,-3219533,-963414,147427.64000000001
6059943,-3321172,-515392,147487.64000000001
6032541,-3408414,-65137,147547.64000000001
5978515,-3480652,385396,147607.64000000001
5898211,-3537330,834261,147667.64000000001
5660843,-3602214,1719223,147787.64000000001
5505070,-3609695,2151484,147847.64000000001
5325626,-3600178,2574423,147907.64000000001
4899486,-3529579,3385044,148027.64000000001
4654913,-3468413,3769204,148087.64000000001
4390927,-3390097,4137036,148147.64000000001
4108792,-3294798,4486921,148207.64000000001
3809872,-3182766,4817352,148267.64000000001
3495596,-3054346,5126880,148327.64000000001
3167471,-2909963,5414185,148387.64000000001
2827027,-2750120,5677996,148447.64000000001
2475870,-2575402,5917165,148507.64000000001
2115636,-2386476,6130661,148567.64000000001
1747999,-2184078,6317545,148627.64000000001
1374653,-1969019,6476993,148687.64000000001
997311,-1742190,6608302,148747.64000000001
617699,-1504530,6710906,148807.64000000001
237549,-1257055,6784351,148867.64000000001
-141424,-1000824,6828287,148927.64000000001
-517510,-736975,6842524,148987.64000000001
-889026,-466669,6826979,149047.64000000001
-1254302,-191119,6781699,149107.64000000001
-1611723,88420,6706893,149167.64000000001
-1959722,370659,6602824,149227.64000000001
-2296758,654301,6469964,149287.64000000001
-2621362,938011,6308880,149347.64000000001
-3227670,1500153,5904855,149467.64000000001
-3506802,1775918,5663647,149527.64000000001
-3768303,2046333,5397653,149587.64000000001
-4011090,2310061,5108031,149647.64000000001
-4234150,2565776,4796031,149707.64000000001
-4436609,2812213,4463013,149767.64000000001
-4617609,3048029,4110411,149827.64000000001
-4776470,3272078,3739768,149887.64000000001
-4912620,3483163,3352705,149947.64000000001
-5025570,3680143,2950924,150007.64000000001
-5114970,3861951,2536204,150067.64000000001
-5180500,4027592,2110316,150127.64000000001
-5222050,4176127,1675156,150187.64000000001
-5239594,4306689,1232626,150247.64000000001
-5233187,4418497,784675,150307.64000000001
-5203045,4510862,333285,150367.64000000001
-5149495,4583185,-119580,150427.64000000001
-5072926,4634934,-571918,150487.64000000001
-4973857,4665691,-1021741,150547.64000000001
-4710846,4663050,-1905968,150667.64000000001
-4548435,4629313,-2336496,150727.64000000001
-4366632,4573917,-2756779,150787.64000000001
-4166397,4496947,-3164981,150847.64000000001
-3948799,4398585,-3559316,150907.64000000001
-3715008,4279142,-3938074,150967.64000000001
-3466216,4139004,-4299609,151027.64000000001
-3203748,3978681,-4642371,151087.64000000001
-2928811,3798749,-4964859,151147.64000000001
-2642880,3599905,-5265694,151207.64000000001
-2347328,3382948,-5543609,151267.64000000001
-2043704,3148675,-5797644,151327.64000000001
-1733158,2898241,-6025811,151387.64000000001
-1417507,2632494,-6228136,151447.64000000001
-1098115,2352612,-6403377,151507.64000000001
-776506,2059791,-6550863,151567.64000000001
-454222,1755289,-6670255,151627.64000000001
-132550,1440405,-6759994,151687.64000000001
186815,1116525,-6820815,151747.64000000001
813128,447509,-6853900,151867.64000000001
1117274,105329,-6825925,151927.64000000001
1413621,-239928,-6768484,151987.64000000001
1977804,-933444,-6566244,152107.64000000001
2243226,-1278545,-6422335,152167.64000000001
2496027,-1620440,-6250703,152227.64000000001
2735159,-1957541,-6052090,152287.64000000001
2959648,-2288279,-5827345,152347.64000000001
3168591,-2611107,-5577449,152407.64000000001
3361172,-2924498,-5303472,152467.64000000001
3536652,-3226965,-5006605,152527.64000000001
3694376,-3517057,-4688118,152587.64000000001
3833793,-3793378,-4349397,152647.64000000001
4055860,-4299339,-3617128,152767.64000000001
4137880,-4526508,-3226768,152827.64000000001
4200178,-4734820,-2822421,152887.64000000001
4242748,-4923309,-2405897,152947.64000000001
4265512,-5090911,-1978949,153007.64000000001
4252222,-5360151,-1101304,153127.64000000001
4216574,-5460227,-654369,153187.64000000001
4162021,-5536445,-204604,153247.64000000001
4089023,-5588305,246042,153307.64000000001
3998107,-5615437,695625,153367.64000000001
3889861,-5617549,1142195,153427.64000000001
3764991,-5594481,1583818,153487.64000000001
3624230,-5546177,2018568,153547.64000000001
3468419,-5472729,2444590,153607.64000000001
3298428,-5374310,2860005,153667.64000000001
3115236,-5251223,3263043,153727.64000000001
2916445,-5101218,3658270,153788.64000000001
2713200,-4932806,4024977,153847.64000000001
2496519,-4738653,4380585,153907.64000000001
2037462,-4284192,5033341,154027.64000000001
1552028,-3747755,5598880,154147.64000000001
1302442,-3451500,5845808,154207.64000000001
1049914,-3138175,6067369,154267.64000000001
795670,-2809107,6262591,154327.64000000001
540939,-2465705,6430623,154387.64000000001
34869,-1741870,6682292,154507.64000000001
-214093,-1364591,6764821,154567.64000000001
-930967,-191301,6835100,154747.64000000001
-1156319,207812,6799040,154807.64000000001
-1963608,1796496,6361980,155047.64000000001
-2299021,2560819,5974637,155167.64000000001
-3032923,4845937,3850583,155588.64000000001
-3076173,5096275,3474691,155647.64000000001
-3105089,5332821,3070566,155708.64000000001
-3117834,5538932,2666400,155767.64000000001
-3115425,5727495,2236651,155828.64000000001
-3098247,5885225,1811309,155887.64000000001
-3065408,6021951,1363432,155948.64000000001
-2958854,6208880,473851,156067.64000000001
-2883373,6262694,13681,156128.64000000001
-2698343,6284130,-882296,156247.64000000001
-2587379,6252697,-1329241,156307.64000000001
-2463416,6191773,-1777631,156368.64000000001
-2333595,6105216,-2203680,156427.64000000001
-2192378,5989636,-2627355,156487.64000000001
-2040193,5844092,-3046245,156548.64000000001
-1885611,5677010,-3438318,156607.64000000001
-1719089,5477762,-3828382,156668.64000000001
-1375458,5010565,-4543579,156788.64000000001
-1200567,4746170,-4866856,156847.64000000001
-1016967,4450369,-5179505,156908.64000000001
0,0,0,156968.64000000001
0,0,0,157028.64000000001
0,0,0,157088.64000000001
-289548,3097499,-6168041,157147.64000000001
0,0,0,157328.64000000001
0,0,0,157388.64000000001
0,0,0,157448.64000000001
731805,642184,-6846015,157508.64000000001
879294,215988,-6856496,157567.64000000001
1024064,-226865,-6837189,157628.64000000001
1155789,-655234,-6788801,157687.64000000001
1397729,-1520182,-6605032,157807.64000000001
1505958,-1952279,-6467521,157868.64000000001
1686513,-2771077,-6116579,157987.64000000001
1762806,-3174668,-5896013,158048.64000000001
1825812,-3552261,-5657637,158107.64000000001
1879647,-3927686,-5386397,158168.64000000001
1920689,-4274663,-5101140,158227.64000000001
1951693,-4615080,-4783842,158288.64000000001
1978914,-5219567,-4104773,158407.64000000001
1962749,-5740135,-3349482,158527.64000000001
1938312,-5967322,-2942505,158588.64000000001
1904687,-6161633,-2536349,158647.64000000001
1859972,-6335295,-2105300,158708.64000000001
1807517,-6476090,-1679403,158767.64000000001
1744245,-6592859,-1231705,158828.64000000001
1673572,-6678579,-785966,158888.64000000001
1596452,-6734250,-344327,158947.64000000001
1509375,-6761648,113778,159008.64000000001
1418664,-6758800,556398,159067.64000000001
1318841,-6725466,1011550,159128.64000000001
1217120,-6663904,1447490,159187.64000000001
1107322,-6570198,1891815,159248.64000000001
995461,-6448546,2320596,159308.64000000001
880509,-6298160,2739324,159368.64000000001
763205,-6119654,3146178,159428.64000000001
644297,-5913783,3539396,159488.64999999999
524535,-5681413,3917268,159548.64999999999
404659,-5423539,4278157,159608.64999999999
285408,-5141273,4620500,159668.64999999999
169446,-4841110,4937604,159727.64999999999
51632,-4508547,5243669,159788.64999999999
-61502,-4160849,5521796,159848.64999999999
-171245,-3794246,5775960,159908.64999999999
-376419,-3017641,6204937,160027.64999999999
-473976,-2597536,6384187,160088.64999999999
-564185,-2172196,6532562,160148.64999999999
-648187,-1736722,6652552,160208.64999999999
-725549,-1293052,6743643,160268.64999999999
-795867,-843155,6805412,160328.64999999999
-914027,67288,6840012,160448.64999999999
-961315,523766,6812660,160508.64999999999
-999877,970806,6756836,160567.64999999999
-1031318,1429019,6669192,160628.64999999999
-1053792,1873729,6553658,160688.64999999999
-1040941,3939167,5561192,160988.64999999999
-1014168,4307523,5285699,161048.64999999999
-979840,4656874,4987050,161108.64999999999
0,0,0,161288.64999999999
-774116,5833830,3588359,161348.64999999999
-707718,6066223,3195291,161408.64999999999
-636311,6271548,2788169,161468.64999999999
-561757,6446149,2375885,161527.64999999999
-480736,6597376,1939035,161588.64999999999
-397749,6716382,1500744,161648.64999999999
-312110,6805337,1055846,161708.64999999999
-224468,6863822,606309,161768.64999999999
-135470,6891592,154110,161828.64999999999
-45772,6888501,-298765,161888.64999999999
43961,6854582,-750330,161948.64999999999
133071,6789983,-1198598,162008.64999999999
220901,6695006,-1641600,162068.64999999999
306803,6570096,-2077398,162128.64999999999
390149,6415847,-2504097,162188.64999999999
470323,6232941,-2919807,162248.64999999999
546730,6022234,-3322727,162308.64999999999
618799,5784700,-3711098,162368.64999999999
685992,5521429,-4083235,162428.64999999999
747793,5233634,-4437529,162488.64999999999
803735,4922620,-4772433,162548.64999999999
853373,4589817,-5086517,162608.64999999999
896321,4236738,-5378415,162668.64999999999
932219,3864987,-5646878,162728.64999999999
960762,3476252,-5890763,162788.64999999999
994786,2654921,-6300756,162908.64999999999
999892,2226027,-6465114,162968.64999999999
996893,1787533,-6601426,163028.64999999999
985737,1341410,-6709115,163088.64999999999
966414,889649,-6787734,163148.64999999999
938968,434268,-6836962,163208.64999999999
903493,-22703,-6856610,163268.64999999999
860138,-479235,-6846607,163328.64999999999
809114,-933291,-6806993,163388.64999999999
750662,-1382871,-6737976,163448.64999999999
685087,-1825974,-6639845,163508.64999999999
612736,-2260643,-6513037,163568.64999999999
533998,-2684962,-6358114,163628.64999999999
449313,-3097058,-6175740,163688.64999999999
359155,-3495118,-5966703,163748.64999999999
-265331,-5496036,-4210716,164108.64999999999
-824025,-6506564,-2238760,164408.64999999999
-931525,-6624879,-1808218,164468.64999999999
-1136527,-6772979,-925548,164588.64999999999
-1232629,-6802206,-477252,164648.64999999999
-1323563,-6801384,-26883,164708.64999999999
-1408656,-6770531,423592,164768.64999999999
-1487304,-6709873,872240,164828.64999999999
-1558890,-6619692,1317104,164888.64999999999
-1622856,-6500450,1756268,164948.64999999999
-1678672,-6352720,2187820,165008.64999999999
-1725850,-6177195,2609890,165068.64999999999
-1763950,-5974734,3020650,165128.64999999999
-1792571,-5746264,3418316,165188.64999999999
-1811369,-5492854,3801161,165248.64999999999
-1820048,-5215672,4167527,165308.64999999999
-1818369,-4916016,4515825,165368.64999999999
-1806146,-4595244,4844534,165428.64999999999
-1783251,-4254843,5152238,165488.64999999999
-1749618,-3896362,5437585,165548.64999999999
-1705230,-3521472,5699356,165608.64999999999
-1650169,-3131786,5936370,165668.64999999999
-1584521,-2729162,6147629,165728.64999999999
-1508472,-2315396,6332205,165788.64999999999
-1422260,-1892355,6489282,165848.64999999999
-1326179,-1461951,6618169,165908.64999999999
-1220593,-1026121,6718299,165968.64999999999
-1105907,-586827,6789233,166028.64999999999
-982596,-146040,6830639,166088.64999999999
-851184,294263,6842335,166148.64999999999
-712250,732109,6824240,166208.64999999999
-566426,1165544,6776444,166268.64999999999
-414391,1592634,6699099,166328.64999999999
-256854,2011476,6592571,166388.64999999999
-94590,2420210,6457282,166448.64999999999
71617,2817012,6293798,166508.64999999999
240921,3200134,6102835,166568.64999999999
412459,3567879,5885209,166628.64999999999
585362,3918626,5641835,166688.64999999999
758704,4250839,5373787,166748.64999999999
931568,4563055,5082211,166808.64999999999
1103017,4853915,4768367,166868.64999999999
1272112,5122165,4433630,166928.64999999999
1437902,5366634,4079445,166988.64999999999
1599474,5586306,3707356,167048.64999999999
1755876,5780229,3318994,167108.64999999999
1906210,5947616,2916058,167168.64999999999
2185100,6200150,2073584,167288.64999999999
2429340,6340032,1194714,167408.64999999999
0,0,0,167468.64999999999
0,0,0,167648.64999999999
